ID;Keyword
28455;theapplied force
28456;simple surface
28461;Formal Methods
28467;path metrics
28468;rounding algorithm
28469;minimum pathwidth
28470;polynomial-sized linear program
28471;new rounding
28472;linear ordering
28473;flow metrics
28474;minimum linear arrangement
28475;flow polyhedron
28476;new relaxation
28497;output message
28498;mix network
28499;re-encryption mix
28500;efficiency issue
28501;mix server
28502;mix
28503;input-message-to-output-message correspondence
28504;unlinkability
28518;present problem
28519;function matching
28520;color icon
28521;cdots P
28522;length substring
28523;two-dimensional parameterized matching
28524;Function Matching
28525;different color map
28526;convolutions model
28531;general scene
28532;novel approach
28533;no-flash image
28534;new matting algorithm
28535;joint Bayesian
28536;background scene
28537;foreground object
28538;flash matting
28539;high-quality matte
28540;flash-equipped camera
28541;experimental result
28546;minimal complete set
28547;practical point
28548;Flat theories
28549;Sequence variables
28550;flat theory
28551;procedure stop
28552;nested occurrence
28553;flat matching equation
28554;function symbol
28555;Mathematica
28556;flat matching algorithm
28557;Matching
28558;Mathematica system
28559;theoretical side
28563;computational intelligence
28564;ambient intelligence
28565;ami web presence
28566;hits google return
28567;ami scenario
28568;game engine development
28569;ami concept
28570;educational institutions,conferences,ieee computer society,committees,bioinformatics,facsimile,helium
28571;disruptive computing paradigm
28572;digital integrated circuits
28573;ami google hit
28574;computer game applications
28575;reliability evaluation
28576;front matter
28577;work in progress
28578;educational institutions,discrete fourier transforms,fault tolerance,fault tolerant systems,security,hardware,very large scale integration
28579;memory bist
28580;visualisation
28581;artificial intelligence techniques
28582;multicores
28583;novel paradigm
28584;present volume
28585;graphics
28586;error correction
28588;facteur mineur
28593;database community
28594;Third Manifesto
28595;abiding interest
28596;sufficient foundation
28597;foundation matter
28598;database foundation
28599;relational operator
28600;database field
28601;abstract blueprint
28605;Factorization Machines
28606;new model class
28607;model equation
28608;matrix factorization
28609;model parameter
28610;FMs model
28611;factorization model
28612;specialized model
28613;nonlinear SVMs
28614;feature vector
28615;different factorization model
28620;detailed simulation study
28621;single model
28622;relevant mechanism
28623;fuzzy multimodeling
28624;algorithmic detail
28625;current literature
28626;approximate data
28627;fuzzy multimodels
28628;local model
28629;fuzzy modeling
28633;new macro system
28634;macro systems force programmer
28635;robust language extension
28636;low-quality language extension
28637;context-sensitive constraints-and
28638;Fortifying macro
28639;easy-to-understand specification
28640;new language
28641;significant part
28642;appropriate feedback
28645;empty space
28646;us pacific northwest
28647;rapid-prototyped model
28648;tall stratovolcanoes
28649;crisp form
28650;gallery wall
28664;Faery garden
28670;classical object
28671;alternative view
28672;particular fibered projective plane
28673;Fibered geometries
28674;incidence geometry
28675;geometric question
28676;contagious value
28677;instance apartment
28678;fibered geometries
28679;fibered generalized polygon
28684;original design
28685;algebraic specification
28686;functional geometry
28687;well-known escher woodcut
28688;clear description
28689;practical implementation method
28690;square limit
28691;good algebraic description
28692;geometry
28693;algebraic style
28702;Information Theory
28703;Finite Geometry
28708;graphical device
28709;functional program
28710;Maurits Escher
28713;floyd gillis
28717;finite geometries
28721;visual approach
28722;abstract mathematics
28723;perfect illustration
28724;frieze pattern
28725;wallpaper pattern
28726;group theory
28727;frieze group
28734;similarity
28735;polymers
28736;genetic diagnosis
28737;polynucleotides
28738;dissimilarity
28739;genome
28740;nucleic acids
28741;fuzzy polynucleotide space
28742;base sequence
28743;fuzzy hypercube
28785;strong cryptographic implementation
28786;secret information
28787;underlying operating system
28788;cryptographic implementation
28789;confidential information
28790;Finding Faults
28791;Crypto Corner
28796;friendly fire
28801;standard weak fairness
28802;finitary restriction fin
28803;distributed consensus
28804;finitary fairness
28805;Finitary fairness
28806;liveness property
28807;fairness
28808;finitary weak fairness
28809;modeling of asynchronous systems
28810;program property
28811;concurrent program
28812;multiprogramming environment
28813;fairness requirement
28814;fairness abstract
28818;factorization
28819;retraction
28820;graph
28821;category
28822;word problem
28825;overall number
28826;Fail Fast
28827;simple technique
28834;customized VM analysis tool
28835;VM automated analysis
28836;different variability metamodels
28837;FAMA Framework
28838;FAMA FW
28839;LGPL License
28840;analysis question
28841;variability model
28842;SPL paradigm
28843;automated analysis
28849;factorization forest
28850;Factorization Forests
28853;digestive disorder
28854;old sunbleached skull
28855;flap flap
28861;intelligent algorithms
28862;tsg collection
28863;GroupLens
28864;eager taggers
28865;tagging behavior
28866;Tagging
28867;Folksonomies
28868;tagging system
28869;intelligent algorithm
28870;folksonomy formation
28871;Social computing
28872;effective tagging behavior
28873;folksonomy
28874;tagging systems
28875;bright future
28876;social Web
28880;development culture
28881;best developer
28882;Facing Future
28883;serious adult supervision
28884;tribal memory
28885;successful software-intensive system
28886;longest lever
28887;right tool
28891;enhanced diffusion-reaction process
28892;Open Sound Control
28893;Visual Atolls series
28894;flow form
28895;real-time audio
28896;underlying structure
28897;cognitive process
28898;diffusion-reaction process
28899;Linguistic Margins
28900;underlying diffusion-reaction process
28901;Flow Forms
28920;system run
28921;fault isolation system
28922;fault isolation
28923;target system
28924;FAULT FINDER Expert System
28925;inference procedure
28926;fault finder
28929;frisk fish
28947;03B52
28948;03F25
28949;03F30
28950;03F45
28951;03H13
29012;Geometric Distribution
29013;" Whole Genome Doubling"
29014;" Analytical Unit"
29015;" Deletion Event"
29016;" Rearrangement Event"
29021;relevant logic.normalized natural deduction.entailment logic. tableau system.reductiosystem
29043;Level subgroup
29044;Fuzzy homomorphism
29045;Fuzzy group
29046;Group
29047;fuzzy homomorphisms
29060;Formulating Haskell
29069;Hypersemigroup
29070;Fuzzy hypersemigroup
29071;Fuzzy hyperideal
29072;Fuzzy hypercongruence
29077;Subfuzzy structure
29078;fuzzy quotient hypermodules
29079;fuzzy hypermodule notion
29080;Hypermodule
29081;Fuzzy hypermodule
29082;fuzzy hypermodules
29083;Strongly regular relation
29084;Hyperring
29085;Regular relation
29090;fuzzy hyperring notion
29091;fundamental relation
29092;fuzzy hyperrings
29099;traditional group search
29100;flickr
29101;probabilistic topic model
29102;probabilistic affinity propagation
29103;Flickr Groups
29104;Flickr hypergroups
29105;membership information
29106;multimedia content available online
29107;different bag-of-word representation
29108;clustering problem
29109;hypergroups
29110;Flickr group
29111;hypergroup discovery
29116;fuzzy hyperalgebra
29117;basic property
29118;Fuzzy hyperoperation
29119;Fuzzy hyperalgebra
29120;unique hyperalgebra
29121;fuzzy hyperoperation
29122;fuzzy multialgebras
29123;Hyperalgebra
29124;new definition
29125;Fuzzy regular relation
29126;fuzzy hyperalgebras
29131;fuzzy strong hypercongruence
29132;quotient structure
29133;weak homomorphism
29134;fuzzy hypercongruence
29135;fuzzy hyperlattices
29136;corresponding hyperlattices
29140;fuzzy convexity
29141;fuzzy halfplane
29142;fuzzy orthoconvexity
29143;fuzzy connectedness
29144;Separable fuzzy set
29145;fuzzy rectangle
29146;fuzzy convex polygon
29152;factor refinement
29158;proper proof
29159;idea ofRamsey
29160;bean unimpressive
29161;Frank Ramsey
29162;remarkable contribution
29163;economics andlogic
29164;brilliant man
29165;casual mental picture
29170;filters rock
29171;kpt hypertiling filter
29172;studio art
29173;adobe photoshop
29174;macintosh computer
29175;cover image
29176;standard filter
29177;artist diane vetere
29182;rasterization algorithm
29183;rasterization
29184;depth image
29185;small primitive
29186;antialiasing
29187;temporal antialiasing property
29188;small polygonal primitive
29189;renders triangle
29190;image-based rendering
29191;additional key words and phrases: 3d warping
29192;renders quadrilateral
29193;interpolation factor
29194;conventional rasterization
29195;point-based modeling and rendering
29202;state-based world
29203;state-based renement
29204;b
29205;canonical state-based semantics
29206;canonical event-based semantics
29207;event b
29208;operational semantics
29209;event-based operational semantics
29210;stuttering renement
29211;useful development step
29212;event-based rene- ment
29213;formal stepwise refinement
29214;feature renement
29215;fine feature refinement
29216;Feature Refinement
29217;specific syntax
29218;z
29219;specific interpretation
29222;Frivolous Research
29225;fancy parisian caf
29226;french roast
29227;uptight businessman
29233;Functional Reachability
29234;automatic verification technique
29235;finite-state abstraction
29236;joint paper
29237;graduate students E.A
29238;A.P. Sistla
29239;Model Checking
29240;state-transition system
29245;embodies experience
29246;pubic
29247;fwdrift
29248;art installation
29249;local knowledge
29255;Shift-Map retargeting
29256;previous retargeting method
29257;Bidirectional similarity
29258;output image
29259;image sharpness
29260;Feedback retargeting
29261;retargeted image
29262;ordinary Shift-Map
29263;feedback priority
29281;Fixpoints revisited
29282;Fixpoints Revisited
29290;Fuzzy decision analysis
29291;fuzzy routing
29292;Fuzzy set theory
29293;Communication networks
29294;Network routing
29336;first impressions
29340;non-recursive tilings
29341;usual Godel effect
29342;complexity theory
29343;complexity quantifications
29344;Forbidden Information
29345;Godel Theorem
29346;required solution
29347;usual interpretation
29348;similar problem
29349;unsolvability result
29356;multigrid solver
29357;image manipulation
29358;image deformation
29359;Freeform Image
29360;Freeform image
29361;deforming part
29362;co-rotated finite element
29363;elastic deformation
29364;quadrangular finite element
29365;available image deformation technique
29371;Fuzzy Implications
29377;communication process
29378;workshop approach
29379;ideas
29380;Fragile Ideas workshop
29381;fragile idea
29382;idea facilitators
29383;writers' workshops
29384;nerdy challenge
29389;true cost
29390;cost structure
29391;impossibility theorem
29392;concrete protocol
29393;present solution criterion
29394;arbitrary behavior
29395;fair imposition
29396;main abstacle
29397;general cause
29398;auction setting
29401;gnu parallel
29402;multiple thread
29403;web request
29404;cpu manufacturer
29405;independent work item
29406;multiple core
29407;web application server
29408;highest level
29409;application level
29412;Peano Arithmetic
29413;n-bit input
29414;significant information
29415;Kolmogorov complexity
29416;informal argument
29417;specific math sequence
29418;math question
29419;n-bit prefix
29420;extensions U
29445;C7
29446;Game theory
29447;Mechanism design
29448;D63
29453;Connectedness
29454;Fuzzy topology
29455;Fuzzy interval
29456;Distribution function
29486;friendship relations · cooperative games · grim trigger strategy · social networks
29491;fuzzy semilattices
29500;local definition
29501;denotational characterization
29502;fair computation tree
29503;simulation preorder
29504;simulation enjoyus
29505;fair computation
29506;fair simulation
29507;transition system
29508;simulation
29509;finite-state system
29516;Inclusion grades
29517;fuzzy subsethood
29518;Measures of fuzziness
29519;Fuzzy subsethood
29520;Entropy
29524;n -sided patches
29525;Subdivision
29526;G k -splines
29527;n -sided holes
29528;Freeform spline
29534;fuzzy shadows
29535;multisets (bags)
29536;fuzzy shadow
29537;shadows
29538;fuzzy bags
29547;frisk spider
29556;feature similarity
29564;Fibonacci Solitaire
29565;large n-asymptotics
29566;random permutation
29567;Fibonacci solitaire
29568;output configuration
29569;Poisson configuration
29570;combinatorial algorithm
29574;Software Risks
29575;IT project
29576;Feasibility Studies
29577;cancelled project
29578;Capers Jones report
29579;Standish Group
29580;average cancelled project
29581;bad project
29582;feasibility study
29583;total US software effort
29584;Yourdon Press
29589;superellipse fitting method
29590;Fitting Superellipses
29591;various alternative error
29592;different trade-offs
29593;fitting superellipses
29594;nonlinear nature
29595;fitting technique
29600;Frameworks Session
29604;Fair Simulation
29607;File Servers
29612;Firing Squad
29616;Fehlertolerante Spracherkennung
29622;54E15
29623;54D35
29624;54A20
29625;54B30
29626;Filter space
29627;-filter space
29628;cauchy space
29629;uniform convergence space
29630;Wyler completion functor
29631;bireflective subcategory
29638;Fuzzy Semigroups
29644;fractal theory
29645;traditional summarization model
29646;fractal value
29647;Fractal summarization
29648;top level
29649;automatic summarization
29650;fractal tree
29651;fractal summarization
29652;traditional summarization
29653;fractal summarization model
29654;document structure
29658;simple predicate calculus
29659;boolean connector
29660;machine time
29661;sequential semantics
29662;functional satisfaction
29663;dramatic saving
29664;simple decision procedure
29665;possible value
29666;equivalence checker
29667;propositional calculus
29671;fuzzy probability distribution
29672;fuzzy number
29673;fuzzy system
29674;crisp system
29682;heuristic search
29683;4-peg Towers
29684;a&ast
29685;towers of hanoi
29686;frontier search
29687;best-first search
29688;breadth-first search
29689;best-first search algorithm
29690;algorithm
29691;Hanoi problem
29692;dijkstra's algorithm
29693;Fifteen Puzzle
29694;Closed list
29695;four-peg Towers
29696;bidirectional search
29697;sequence alignment
29698;unidirectional search
29699;sliding-tile puzzles
29700;Open list
29705;finiteness space
29706;coherence semantics
29707;linear logic
29708;corresponding model
29709;usual model
29710;quantitative semantics
29711;space semantics
29712;hypercoherence semantics
29713;new denotational model
29717;fertilizer soup
29733;everyday tool
29734;ancient japanese
29735;fuwapica suite
29736;ancient people
29742;future sky
29750;multi-tenant application
29751;accurate estimate
29752;cardinality estimation framework
29753;important element
29754;conditional data distribution
29755;Microsoft SQL Server
29756;flexible schema
29757;column statistic
29758;better plan
29759;column correlation
29760;cardinality estimation
29761;existing cardinality estimation infrastructure
29762;filtered statistic
29767;online information access system
29768;interactive information retrieval
29769;information scientist
29770;conventional search approach
29771;Faceted Search
29772;faceted search addresses weakness
29773;faceted search
29774;site search
29779;collection representation problem
29780;selected collection
29781;centralized search alternative
29782;federated information retrieval
29783;parallel search
29784;Federated search
29785;federated search technique
29786;independent search engine
29787;federated search system
29788;commercial search engine
29789;Federated Search
29798;haptic
29799;force sensor
29800;food texture
29801;human biting force
29802;mechanical linkage
29803;haptic interface
29804;taste
29805;Food Simulator
29806;real food
29829;flat set
29834;Future Session
29838;Postdoc
29839;" Commentary"
29840;" Laptop"
29841;" Bioinformatics"
29842;" Population genetics"
29843;" Software"
29850;rootkits
29851;trusted computing
29852;fpga
29859;corresponding library function
29860;program printf
29861;control string
29862;string-formatting function
29863;functional unparsing
29864;formula hereWe show
29865;New Jersey
29866;Standard ML
29867;dependent type
29875;observation congruence
29876;De Nicola
29877;should-testing pre-congruence
29878;68Q85
29879;Process algebra
29880;Coarsest congruence
29881;scheduling problem
29882;Alternating Bit-protocol
29883;additional law
29884;long-standing problem
29885;denotational characterisation
29886;De Nicola-Hennessy-like testing modality
29887;coarsest liveness-preserving pre-congruence
29888;fair testing
29889;68Q60
29890;68Q55
29891;Testing theory
29894;Fault Tolerance
29899;Fair Testing
29904;National Science Foundation
29905;Innovation Networking
29906;Computing Innovation Fellows
29907;AAAS Science
29908;NSF-funded Computing Community Consortium
29909;various computing research initiative
29910;Technology Policy Fellow
29911;biomedical engineering
29912;Dr. Erwin Gianchandani
29913;Dr. Erwin
29923;linear combination
29924;functional leave
29925;linear function
29926;decision node
29927;multivariate tree
29928;Functional Trees
29929;multivariate decision trees
29930;multiple representation language
29931;decision tree
29932;supervised learning
29933;decision test
29934;Multivariate decision node
29935;leaf node
29936;multiple models
29941;procedural flow generator
29942;tiles offer memory saving
29943;small field
29944;stationary field
29945;present flow tile
29946;velocity field
29947;tiles
29948;flow tile
29949;tiling
29950;fluid simulation
29951;dynamic field
29952;field design
29953;large flow
29956;fortune teller
29960;flexible creature
29961;daily routine
29962;forward thinking
29963;natural instinct
29966;modern graphical-oriented environment
29967;free version
29968;Eclipse-based IDE
29969;complete package
29970;F subset compiler
29971;PDF format
29972;Fortran tool
29973;graphical user interface
29974;Fortran Tools
29975;Fortran application program
29980;consumer product
29981;Forecasting technique
29982;demand analysis
29983;example forecasting application
29984;financial forecasting model
29985;quantitative technique
29986;various strategy
29987;functional relationship
29992;old hat
29993;constant change
29994;interesting aspect
29995;Forensic Twitter
29996;digital forensic practitioner
30001;unusual adventure
30002;fingers tale
30007;fitness tracker
30008;lime green
30009;research lab
30010;digital activity sensor
30035;Flattening Trees
30055;uctuation
30076;Frobenius Pseudoprimes
30088;classic problem
30089;following kind
30090;total length n
30091;main solution
30092;patterns P
30093;n time
30094;document listing
30095;nmatch document
30099;fractional permission
30100;fractional scaling
30101;particular system
30102;multiple read access
30103;resource tracking type system
30104;different fractional model
30114;Direct Evidence
30115;Rosen
30116;Comparative Mapping
30117;Forthcoming Paper
30118;Meiotic Chromosome
30142;open source
30164;graphische wissensrepr
30167;voiceover whisper
30168;Guinness World
30169;exhilarating journey
30170;barren landscape
30182;diverse panel
30183;buzz word
30184;interactive panel discussion
30185;vendor perspective
30186;meaningful trend
30187;latest hype
30188;gamification expert
30235;frege
30236;semantics
30237;cognitive state
30238;sense
30239;direct reference
30244;Feasible Region
30245;" Convex Polyhedron"
30246;" Duality Relation"
30247;" Fractional Program"
30248;" Dual Program"
30254;functional equation
30255;functional networks
30274;Femtocell network
30290;sparse filters
30291;filter optimization
30292;sequential convolution
30293;efficient filtering.
30294;filter network
30316;hierarchical formalization
30318;high flyer
30326;added value
30327;hypertext functionality
30328;analysis
30335;resolution enhancement algorithm
30336;face recognition
30337;large distance
30338;Hallucinating Faces
30339;resolution enhancement technique
30340;image gradient
30341;surveillance imagery
30342;frontal image
30343;numerous resolution enhancement algorithm
30344;additional pixel
30352;Hensel fan
30354;happy feet
30356;happiness factory
30361;Helmholtz problem
30362;acoustic transfer
30363;fluid sound
30364;compressible fluid
30365;fluid animation
30366;bubble-to-ear acoustic transfer function
30367;harmonic fluid vibration
30368;fluid domain
30369;sound synthesis
30370;transfer function
30371;Helmholtz equation
30372;acoustic bubbles
30373;incompressible fluid solvers
30380;human factor
30385;trust
30393;rapid route
30394;human-like capability
30395;AI vision researcher
30396;Sussex University
30397;Max Clowes
30398;possible mechanism
30399;full range
30400;fundamental question
30401;real problem
30402;philosophy lecturer
30403;apriori philosophical analysis
30409;collaborative hypermedia environment
30410;main venue
30411;hypermedia research
30412;peer-reviewed research
30413;Social Networks
30414;ACM Hypertext Conference
30415;high quality
30416;Semantic Web
30417;hypermedia theory
30422;International Workshop
30423;full potential
30424;out-of-the-box idea
30425;better facility
30426;mobile advertising
30427;mobile community
30428;tools support
30429;travel challenge
30430;traffic-clogged city
30431;perfect venue
30432;mobile application
30433;resource constraint
30434;Mobile Computing Systems
30435;indoor localization
30440;Mobile computing
30444;Fuzzy Prolog
30450;functional polymorphism
30451;Functorial polymorphism
30455;function probe
30464;james madison carpenter.
30465;folklore
30466;ead
30467;sound record- ings
30468;folksong
30476;frequenzanaloges prozessf
30484;Functional Parsers
30489;fan process
30493;regular polygon
30494;indispensable tool
30495;surprising interpretation
30496;colleague Alvy Ray Smith
30497;complex number
30498;new interpretation
30499;animated object
30500;fascinating insight
30501;Fourier Polygons
30502;Fourier series
30506;fractal proteins
30507;evolvability
30508;scalability
30517;associated pogroupoid
30518;congruence classes mod
30519;polynomial invariant
30520;fuzzy subsets
30521;associated poset
30522;fuzzy subset
30523;set C
30524;finite poset
30525;fuzzy pogroupoids
30531;flight pattern
30541;family portrait
30546;black box planner
30547;complete plan
30548;tree structure
30549;planning domain
30550;generic planning method
30551;Factored planning
30552;general-purpose method
30553;combined planning algorithm
30554;representative planning domain
30555;neighboring subdomains
30558;flight traffic pattern
30559;u.s. federal aviation administration
30563;future psychoanalisis
30564;blind person
30590;harmonious group
30594;Hamiltonian game
30598;handshake component
30599;handshake game
30600;Handshake Games
30601;game model
30602;Game semantics
30603;handshake circuit
30604;associativity
30605;compact-closed category
30606;Tangram program
30607;semantical analysis
30608;language Tangram
30609;associativity.
30610;nondeterminism
30611;handshake strategy
30612;handshake circuits
30628;ontological knowledge resource
30629;chinese characters
30640;Automated theorem proving
30641;goal-oriented deduction
30642;unification
30646;habitual domain
30649;humpty dumpty
30656;first-order assertion
30657;initial diagram
30658;non-linear hybrid system
30659;hybrid system
30660;general hybrid system
30661;first-order verification condition
30662;linear-time temporal logic property
30663;first-order linear-time temporal logic
30664;hybrid diagram
30665;diagram transformation
30668;Hybride Diagnosenbewertung
30671;hans dehlinger
30677;future database system
30678;founding tenet
30679;key privacy principle
30680;Hippocratic Oath
30681;strawman design
30682;Hippocratic databases
30683;Hippocratic database system
30684;future database research
30685;exciting direction
30694;theoretical risk reduction
30695;observed image
30696;new threshold rule
30697;observed wavelet coefficient
30698;new threshold
30699;Hyperanalytic Denoising
30700;full estimation procedure
30701;separable wavelet decomposition
30702;proposed method
30703;deterministic image
30704;hyperanalytic signal
30709;wearable haptic glove
30710;virtual object
30711;haptic sensation
30712;paste technology
30713;vibrotactile feedbacks
30714;vibrotactile stimulation
30715;real object
30716;haptic duplicator
30717;tactile copy
30718;haptic copy
30761;wage job
30762;wage work
30763;Hybrid Entrepreneurship
30764;self-employment entrant
30765;entrepreneurship
30766;hybrid entry
30767;real options
30768;Swedish wage earner
30769;entry
30770;hybrid entrant
30771;self-employment
30772;full self-employment
30773;self-employment entry
30774;subsequent entry
30775;hybrid entrepreneur
30781;important part
30782;health economics
30783;innovative payment strategy
30784;promising strategy
30785;private sector
30786;acceptable path
30787;health care spending growth
30788;price control
30789;past strategy
30790;service reimbursement
30791;health care spending
30798;general form
30799;Hierarchical models
30800;country-wide power distribution grid
30801;whole solution
30802;specific problem
30803;week power load prediction
30804;detailed solution
30805;Nonlinear regression
30806;Hierarchical Estimator
30807;general sense
30808;simple test datasets
30811;pasting vibrotactile texture
30812;proposed easy-to-use haptic interface
30813;editing system
30814;tactile layer
30815;haptic editor
30816;interactive content creation
30817;kinesthetic layer
30818;user-friendly haptic interface
30819;vibrotactile surface texture
30820;friction value
30821;haptic content
30822;interactive editing system
30823;realistic haptic interaction
30824;pasting surface texture
30872;spatial context
30873;higher order spatial context
30874;discriminative histogram representation
30875;histogram contextualization
30876;spatial information
30877;existing encoding method
30878;proposed histogram contextualization method
30879;encoding
30880;discriminative histogram representations
30881;local visual homogeneity patterns
30882;human activity recognition task
30883;video coding
30884;visual classification tasks
30885;action recognition
30886;video content analysis
30887;general histogram contextualization method
30888;cross-feature context
30908;hash function
30909;subliminal channel
30910;digital signature
30921;Heterotic computing
30922;classical analog
30923;single computational model
30924;physical exemplar
30925;natural programming approach
30926;combined computational model
30927;diverse computational model
30928;computational power
30929;Non-classical computation
30930;quantum analog
30931;accessible refinement-based computational framework
30943;stack cache
30944;stack architecture
30945;risc
30951;well-structured problem
30952;heuristic association
30953;problem-solving method
30954;heuristic classification
30955;routine problem
30956;representation tool
30957;direct association
30958;classification reasoning
30959;problem-solving model
30964;Cryptosystem
30965;Public key
30966;Discrete logarithm
30967;Hyperelliptic curve
30968;Jacobian
30973;Handicapped computing
30979;original publication
30980;Human capital
30981;software community
30982;human capital
30983;Returns to education
30984;influential track record
30985;last decade
30986;similar mark
30987;Investment in skills
30988;new revision
30989;good sense
30990;watershed event
30991;new edition
30995;important security flaw
30996;Hacking car
30997;car thief
30998;modern automobile system
31003;human processing power
31004;image search
31005;human brainpower
31006;human computation
31007;Human Computation
31008;label image
31009;enjoyable online game
31010;image recognition
31011;sophisticated computer program
31012;descriptive keyword
31013;ESP Game
31020;universal machines
31021;handshake mechanism
31022;Hard Interaction system
31023;asynchronous circuits
31024;hard combinators
31025;graph rewriting
31026;Interaction nets
31027;local synchronization
31033;test case generation
31034;Model-Based Testing focus
31035;heterogeneous colimits
31036;operation pre
31037;Object Constraint Language
31041;perceptual capability
31042;human brain
31043;online games
31044;basic conceptual intelligence
31045;games with a purpose
31046;massive computation
31047;captchas
31048;collaborative computing
31049;image labeling
31050;distributed knowledge acquisition
31051;computers basic human talent
31052;large-scale computational problem
31053;human ability
31054;information systems
31055;small part
31060;Human Computation Algorithms
31061;human computation application
31062;promising research direction
31063;research area
31064;human computation system
31065;core research question
31066;complex computation
31070;game controller
31071;Hard-wired device
31072;alarm clock
31073;digital switch
31074;HWD corporation
31075;gaming culture
31076;new interaction
31077;basic functionalities
31078;travel alarm clock
31079;different game controller
31090;hierarchical organization
31091;unification algorithm
31092;critical characteristic
31093;shared symbol
31094;share function symbol
31095;hierarchical combination
31096;inner constructor
31097;combination method
31098;non-disjoint equational theory
31099;equational theories E1
31110;Minimum Distance
31111;" Weight Distribution"
31112;" Nonzero Element"
31113;" Finite Field"
31114;" Discrete Math"
31146;Generating necklace
31151;Generalized Nets
31156;Game Networks
31158;hydrodynamic butterfly
31159;cg robot
31160;north pole
31161;hypothetically future butterfly
31170;guarded fragment
31171;model theoretically
31172;associated model checking problem
31173;tree-like model property
31174;guarded negation
31175;finite model property
31176;expressive power
31177;fixpoint logic
31178;finite structure
31179;unary negation fragment
31196;pattern distributions
31197;neural net architecture
31198;generalization
31199;hierarchical artmap
31200;neural network architecture
31201;pattern classification
31202;ART neural nets
31203;new architecture
31204;performance comparisons
31205;fuzzy artmap neural network
31206;boosted artmap
31207;performance comparison
31208;gaussian artmap
31209;fuzzy artmap
31210;generalization result
31211;HARTMAP
31212;Hierarchical ARTMAP
31213;hartmap yield
31218;algebra
31219;circuit
31220;gate
31221;hazard
31222;multivalued
31223;transient
31232;High Availability
31234;hitoshi akayama
31242;Registration for deformable shapes
31243;Distance transform
31244;hand texture-based biometry
31245;Biometry
31246;Principal component analysis and independent component analysis
31247;deformable shape
31248;Identification and verification
31249;hand shape
31250;hand biometric device
31251;independent component analysis feature
31252;hand texture
31253;verification task
31254;meticulous registration
31255;feature extraction stage
31256;alternative feature
31257;hand biometrics
31260;computational problem
31261;Holographic Algorithms
31262;exponential time algorithm
31263;polynomial time algorithm
31264;polynomial equation
31265;map solution fragment
31266;P-complete problem
31267;polynomial system
31268;combinatorial problem
31269;solution fragment
31279;text-based communication
31280;human communication tool
31281;mutual understanding
31282;human affordance
31283;human-to-human communication
31284;disagreement phrase
31285;typical agreement
31286;cognition viewpoint
31287;better design
31288;novel concept
31301;severe past judgment
31302;eternal damnation
31303;raymond k. hessle
31304;heavenly appeal
31338;gro- thendieck quotient scheme.
31339;compactification of systems
31340;linear behavior
31341;shift spaces
31349;Hashing algorithm
31354;major part
31355;large hypermedia system
31356;critical aspect
31357;appropriate methodology
31358;hypermedia application
31359;Electrical Engineering
31360;Hypermedia Authoring
31361;development process
31362;structured approach
31363;inflated development cost
31364;inappropriate approach
31368;end-of-chapter problem
31369;analytical technique
31370;geometric model
31371;Geometric Modeling
31372;parametric geometry
31373;complete coverage
31374;geometric modelling
31385;geometric median
31393;Google Maps Hacks
31394;Schuyler Erle
31395;Rich Gibson
31396;Geographical Mashups
31407;neighborhood function
31408;structuring graph
31409;different vertex
31410;local instantiation
31411;classical morphology
31412;morphological operator
31413;individual vertex
31414;local graph structure
31415;simple structure
31416;graph morphology
31429;global deformation
31430;image appearance
31431;target image
31432;standard image registration method
31433;geometric metamorphosis formulation
31434;metamorphosis approach
31435;image composition model
31436;time-series image
31437;geometric change
31441;unenvious position
31442;core business operation
31443;D professional
31449;fuzzy clustering
31450;experimental evidence
31451;information granule
31452;numeric mapping
31453;granular mapping
31454;fuzzy C-means
31455;form R
31456;granular representation
31464;Permanental Mates
31465;Doubly Stochatics Matrix
31466;Graph Mates
31475;well-known class
31476;median factor
31477;OWA operator
31478;Generalized median
31479;Aggregation operator
31480;linear convex combination
31481;Triangle of median factors
31482;Distance operator
31483;distance aggregation operator
31484;idempotent operator
31489;cartography
31490;mobile radio
31491;peer-to-peer computing
31492;Geo messages approach
31493;email
31494;mobile services
31495;peer to peer sharing
31496;social networks
31497;LBS
31498;geo coding
31499;location
31500;messaging
31599;Diamond principle
31600;P κ ( λ )
31601;Games
31602;03E05
31603;03E02
31610;semi-regular mesh
31611;arbitrary surface
31612;traditional image compression algorithm
31613;irregular triangle mesh
31614;arbitrary mesh
31615;surface parametrization
31616;surface signal
31617;surface geometry
31618;original mesh
31619;implicit surface parametrization
31620;geometry image
31621;remeshing
31626;generalized inheritance
31630;Silicon Valley
31631;Green Introspection
31632;hippie geek
31633;energy crisis
31634;computing technology
31640;Grasping
31645;teborg informatics
31650;perfect graphs
31651;imperfection ratio
31652;weighted colouring
31653;graph imperfection
31654;stable set
31658;Grundausbildung Informatik
31662;indexed categories
31663;Grothendieck construction
31664;fibrations
31668;modelling methodology
31669;gest implementation
31670;combined simulation language
31671;GEST language
31672;general system theory
31673;system3 simulation study
31674;Computer Science Department
31675;discrete portion
31676;large scale system
31681;textual databases
31682;indexing methods
31686;Gaian IxD
31691;cleaning step
31692;available data increase
31693;complex analytic query
31694;better policy
31695;observational data
31696;analysis method
31697;graph identification
31698;available observational data
31699;centrality measure
31700;communication network
31705;D70
31706;D71
31707;D72
31712;Energy efficiency
31713;Web server
31714;Legislation
